id,x,y,z,r,g,b,hex,datemod,location_tag,year,month
Pexels_Urban-From Air_0007_2023_11_28,0.356625,0.3732,0.35615,80.4109715242881,106.85351758793969,115.53244556113903,#506a73,11/28/2023,Pexels_Urban-From Air,0007,2023
Pexels_Urban-From Air_0008_2023_11_28,0.35367499999999996,0.358275,0.354275,107.11067001675042,104.44683417085427,102.97110552763819,#6b6866,11/28/2023,Pexels_Urban-From Air,0008,2023
Pexels_Urban-From Air_0009_2023_11_28,0.337825,0.34442500000000004,0.32735000000000003,127.31232830820771,122.95123953098827,123.0601675041876,#7f7a7b,11/28/2023,Pexels_Urban-From Air,0009,2023
UnSplash_Architecture_0000_2023_11_29,0.38564999999999994,0.38405,0.378575,109.56755952380952,130.08420634920634,137.2459126984127,#6d8289,,UnSplash_Architecture,0000,2023
UnSplash_Skyline_0000_2023_11_29,0.40347500000000003,0.386475,0.397175,129.26921666666667,117.7151,104.20996666666667,#817568,,UnSplash_Skyline,0000,2023
UnSplash_Skyline_00010_2023_11_29,0.39635000000000004,0.367,0.36550000000000005,106.00386304909561,108.49043927648579,128.82594315245478,#6a6c80,,UnSplash_Skyline,00010,2023
UnSplash_Skyline_0001_2023_11_29,0.47925000000000006,0.46237500000000004,0.4729,162.71261666666666,152.51106666666666,141.2034,#a2988d,,UnSplash_Skyline,0001,2023
UnSplash_Skyline_0002_2023_11_29,0.38672500000000004,0.358325,0.32234999999999997,93.33692460317461,82.32279761904762,88.64748015873016,#5d5258,,UnSplash_Skyline,0002,2023
UnSplash_Skyline_0003_2023_11_29,0.4146000000000001,0.42200000000000004,0.39890000000000003,129.70335,126.24795,127.85,#817e7f,,UnSplash_Skyline,0003,2023
UnSplash_Skyline_0004_2023_11_29,0.428875,0.43252500000000005,0.4273,150.40071666666665,148.32701666666668,145.3702,#969491,,UnSplash_Skyline,0004,2023
UnSplash_Skyline_0005_2023_11_29,0.39877500000000005,0.3899,0.388,152.81726666666665,139.87098333333333,128.4467,#988b80,,UnSplash_Skyline,0005,2023
UnSplash_Skyline_0006_2023_11_29,0.367725,0.352525,0.36005000000000004,132.67613095238096,139.07855158730158,136.41097222222223,#848b88,,UnSplash_Skyline,0006,2023
UnSplash_Skyline_0007_2023_11_29,0.333075,0.384275,0.32787499999999997,88.9105,99.60476666666666,116.58388333333333,#586374,,UnSplash_Skyline,0007,2023
UnSplash_Skyline_0008_2023_11_29,0.43577499999999997,0.4222,0.41117499999999996,130.30841666666666,112.65926666666667,115.71255,#827073,,UnSplash_Skyline,0008,2023
UnSplash_Skyline_0009_2023_11_29,0.415,0.409175,0.40927500000000006,166.7464,173.8114,175.06991666666667,#a6adaf,,UnSplash_Skyline,0009,2023
UnSplash_Streetscape_0000_2023_11_29,0.3599,0.351375,0.3543,147.39788333333334,136.33843333333334,118.79778333333333,#938876,,UnSplash_Streetscape,0000,2023
UnSplash_Streetscape_00010_2023_11_29,0.360475,0.325875,0.32665,124.28059459459459,104.72302702702703,99.76861261261261,#7c6863,,UnSplash_Streetscape,00010,2023
UnSplash_Streetscape_00011_2023_11_29,0.41580000000000006,0.41292499999999993,0.41175,159.95491666666666,143.06841666666668,129.68821666666668,#9f8f81,,UnSplash_Streetscape,00011,2023
UnSplash_Streetscape_00012_2023_11_29,0.30779999999999996,0.3026,0.3262,149.74855072463768,174.17884057971014,161.29143317230273,#95aea1,,UnSplash_Streetscape,00012,2023
UnSplash_Streetscape_00013_2023_11_29,0.34924999999999995,0.39322499999999994,0.36855000000000004,105.08915,115.62115,110.41181666666667,#69736e,,UnSplash_Streetscape,00013,2023
UnSplash_Streetscape_00014_2023_11_29,0.36784999999999995,0.43385,0.39562499999999995,116.96389799635702,125.28147540983606,124.80382513661202,#747d7c,,UnSplash_Streetscape,00014,2023
UnSplash_Streetscape_00015_2023_11_29,0.3706,0.230875,0.23185,22.5407,41.39188333333333,42.546,#16292a,,UnSplash_Streetscape,00015,2023
UnSplash_Streetscape_00016_2023_11_29,0.39942500000000003,0.32735000000000003,0.316975,68.50454814814815,110.71537777777777,113.80202962962963,#446e71,,UnSplash_Streetscape,00016,2023
UnSplash_Streetscape_00017_2023_11_29,0.301875,0.2898,0.25307500000000005,29.334333333333333,53.23648333333333,81.7121,#1d3551,,UnSplash_Streetscape,00017,2023
UnSplash_Streetscape_00018_2023_11_29,0.4587,0.36507500000000004,0.41117499999999996,152.20303333333334,130.2439,111.56051666666667,#98826f,,UnSplash_Streetscape,00018,2023
UnSplash_Streetscape_00019_2023_11_29,0.4274,0.43045,0.42119999999999996,148.17388333333332,153.4065,153.86808333333335,#949999,,UnSplash_Streetscape,00019,2023
UnSplash_Streetscape_0001_2023_11_29,0.348575,0.354775,0.34075,82.65251256281407,113.34023450586264,127.32023450586264,#52717f,,UnSplash_Streetscape,0001,2023
UnSplash_Streetscape_00020_2023_11_29,0.379075,0.35507500000000003,0.337075,80.9029,61.80781666666667,59.912166666666664,#503d3b,,UnSplash_Streetscape,00020,2023
UnSplash_Streetscape_00021_2023_11_29,0.44275000000000003,0.42972499999999997,0.4358,129.00588333333334,130.42851666666667,122.47313333333334,#81827a,,UnSplash_Streetscape,00021,2023
UnSplash_Streetscape_00022_2023_11_29,0.42369999999999997,0.3638,0.3952,114.91095238095238,97.09208333333333,82.67717261904762,#726152,,UnSplash_Streetscape,00022,2023
UnSplash_Streetscape_00023_2023_11_29,0.40435,0.423,0.411675,147.24535,166.44793333333334,175.12913333333333,#93a6af,,UnSplash_Streetscape,00023,2023
UnSplash_Streetscape_00024_2023_11_29,0.38889999999999997,0.3892,0.392875,130.00778333333332,126.91626666666667,114.09496666666666,#827e72,,UnSplash_Streetscape,00024,2023
UnSplash_Streetscape_00025_2023_11_29,0.3295,0.304025,0.308475,46.531800595238096,53.560208333333335,57.15940476190476,#2e3539,,UnSplash_Streetscape,00025,2023
UnSplash_Streetscape_00026_2023_11_29,0.389925,0.42355,0.39999999999999997,216.04241666666667,211.7151,208.13888333333333,#d8d3d0,,UnSplash_Streetscape,00026,2023
UnSplash_Streetscape_00027_2023_11_29,0.473325,0.357875,0.38765,135.94642857142858,101.33660714285715,105.89,#876569,,UnSplash_Streetscape,00027,2023
UnSplash_Streetscape_00028_2023_11_29,0.45055,0.39254999999999995,0.42479999999999996,125.10521666666666,119.1134,102.38406666666667,#7d7766,,UnSplash_Streetscape,00028,2023
UnSplash_Streetscape_00029_2023_11_29,0.3522,0.370225,0.367575,67.34038333333334,62.670233333333336,67.18563333333333,#433e43,,UnSplash_Streetscape,00029,2023
UnSplash_Streetscape_0002_2023_11_29,0.405475,0.396075,0.39097499999999996,200.26626262626263,198.87346801346803,202.9332154882155,#c8c6ca,,UnSplash_Streetscape,0002,2023
UnSplash_Streetscape_00030_2023_11_29,0.38889999999999997,0.447775,0.414675,117.7194,119.29521666666666,126.72375,#75777e,,UnSplash_Streetscape,00030,2023
UnSplash_Streetscape_00031_2023_11_29,0.37377499999999997,0.360625,0.357525,100.90461666666667,95.87,100.34721666666667,#645f64,,UnSplash_Streetscape,00031,2023
UnSplash_Streetscape_00032_2023_11_29,0.37917500000000004,0.33805,0.37644999999999995,40.6223,36.41401666666667,32.36386666666667,#282420,,UnSplash_Streetscape,00032,2023
UnSplash_Streetscape_00033_2023_11_29,0.3133,0.36145000000000005,0.343425,67.8896,95.66605,100.38095,#435f64,,UnSplash_Streetscape,00033,2023
UnSplash_Streetscape_00034_2023_11_29,0.340975,0.33795,0.346375,68.60871666666667,61.886433333333336,55.28933333333333,#443d37,,UnSplash_Streetscape,00034,2023
UnSplash_Streetscape_00035_2023_11_29,0.3167,0.37172499999999997,0.34547500000000003,90.82333333333334,144.44254464285714,174.99761904761905,#5a90ae,,UnSplash_Streetscape,00035,2023
UnSplash_Streetscape_00036_2023_11_29,0.389775,0.29674999999999996,0.31284999999999996,67.2795,69.92573333333333,63.2818,#43453f,,UnSplash_Streetscape,00036,2023
UnSplash_Streetscape_00037_2023_11_29,0.48152500000000004,0.49455000000000005,0.484575,146.31663703703703,147.54733333333334,147.36561481481482,#929393,,UnSplash_Streetscape,00037,2023
UnSplash_Streetscape_00038_2023_11_29,0.356875,0.31465000000000004,0.305075,110.74740368509212,85.72653266331659,91.83093802345059,#6e555b,,UnSplash_Streetscape,00038,2023
UnSplash_Streetscape_00039_2023_11_29,0.4514,0.40355,0.43699999999999994,117.86241496598639,119.5518537414966,106.71154761904762,#75776a,,UnSplash_Streetscape,00039,2023
UnSplash_Streetscape_0003_2023_11_29,0.439625,0.34667499999999996,0.40164999999999995,135.2475992063492,105.18809523809524,72.14361111111111,#876948,,UnSplash_Streetscape,0003,2023
UnSplash_Streetscape_00040_2023_11_29,0.356825,0.29922499999999996,0.297575,68.80073701842547,63.81427135678392,64.1624958123953,#443f40,,UnSplash_Streetscape,00040,2023
UnSplash_Streetscape_00041_2023_11_29,0.35757500000000003,0.286025,0.30119999999999997,127.38049603174603,85.49505952380953,101.07587301587301,#7f5565,,UnSplash_Streetscape,00041,2023
UnSplash_Streetscape_00042_2023_11_29,0.36042499999999994,0.312225,0.282825,118.15378559463987,79.59520938023451,103.13587939698492,#764f67,,UnSplash_Streetscape,00042,2023
UnSplash_Streetscape_00043_2023_11_29,0.38102499999999995,0.413425,0.345225,122.38955555555556,134.21451851851853,146.23014814814815,#7a8692,,UnSplash_Streetscape,00043,2023
UnSplash_Streetscape_0004_2023_11_29,0.374,0.39694999999999997,0.3856,172.19122905027933,181.7770763500931,180.51746741154562,#acb5b4,,UnSplash_Streetscape,0004,2023
UnSplash_Streetscape_0005_2023_11_29,0.36582499999999996,0.35760000000000003,0.35200000000000004,154.0203611111111,173.1886388888889,162.02072222222222,#9aada2,,UnSplash_Streetscape,0005,2023
UnSplash_Streetscape_0006_2023_11_29,0.34825,0.38785,0.37365000000000004,100.674405360134,108.0326298157454,107.4199162479062,#646c6b,,UnSplash_Streetscape,0006,2023
UnSplash_Streetscape_0007_2023_11_29,0.355175,0.4271250000000001,0.40192500000000003,141.73755,156.0749,164.36743333333334,#8d9ca4,,UnSplash_Streetscape,0007,2023
UnSplash_Streetscape_0008_2023_11_29,0.45555,0.31627500000000003,0.34862499999999996,118.30461666666666,81.08218333333333,67.76825,#765143,,UnSplash_Streetscape,0008,2023
UnSplash_Streetscape_0009_2023_11_29,0.36875,0.40355,0.38032499999999997,136.22636666666668,142.74523333333335,134.20336666666665,#888e86,,UnSplash_Streetscape,0009,2023
